workload,size,threads,impl,status,runs,ops_median,ops_min,ops_max,cv_pct,wall_ms_median,lat_p50_ns,lat_p99_ns,lat_p999_ns,bytes_per_task,peak_rss_kb_median,reason
pingpong,1000000,12,crossbeam,ok,10,3940758.5,3776836.4,4870498.5,10.244122228416604,253.7622005,280.0,301.0,1157.0,,2560.0,
pingpong,1000000,12,go,ok,10,3996418.717043598,3965328.8930426324,4046657.753471321,0.5905594707821924,250.2240385,241.0,431.0,2579.0,,3072.0,
pingpong,1000000,12,tokio-tuned,ok,10,7529902.050000001,6813305.5,7608004.4,3.788073411021581,132.8038675,90.0,2134.0,2354.5,,11186.0,
spawn,10000,1,tokio,ok,10,2103474.2,1340581.4,2168363.4,18.36088616215485,4.75405,,,,,5376.0,
spawn,10000,1,crossbeam,ok,10,18460.55,18219.1,18557.9,0.5828146911904163,541.69606,,,,,88384.0,
spawn,10000,1,go,ok,10,724209.2637894512,530666.5006741852,769076.4215089448,9.553084640833557,13.811821,,,,,19840.0,
spawn,10000,1,tokio-tuned,ok,10,7419455.55,6803484.7,7571020.0,3.6440184526141577,1.347811,,,,,11228.0,
spawn,10000,2,tokio,ok,10,2485774.6,1650585.8,2732840.0,12.010196105451291,4.024382,,,,,5376.0,
spawn,10000,2,crossbeam,ok,10,21690.0,21125.6,22235.8,1.6058007461524235,461.042638,,,,,88320.0,
spawn,10000,2,go,ok,10,4178025.6610988034,4034967.0242319945,4346612.81503163,2.243835635722976,2.3934955,,,,,4608.0,
spawn,10000,2,tokio-tuned,ok,10,5684980.5,5203479.5,5853286.2,3.635829219290085,1.759157,,,,,9176.0,
spawn,10000,6,tokio,ok,10,2689851.4000000004,2571091.3,2903208.5,3.165274686277384,3.7176775,,,,,5376.0,
spawn,10000,6,crossbeam,ok,10,29765.85,28194.6,30304.1,2.56525506435469,335.956024,,,,,87552.0,
spawn,10000,6,go,ok,10,4226461.93208459,4057901.3832574235,4312434.127568701,1.9667703216215588,2.36607,,,,,4864.0,
spawn,10000,6,tokio-tuned,ok,10,5211234.800000001,3902862.4,7446870.3,19.33499667462152,1.918961,,,,,9044.0,
spawn,10000,12,tokio,ok,10,2644751.95,1740302.0,2736825.7,12.769982429105067,3.7810865,,,,,5312.0,
spawn,10000,12,crossbeam,ok,10,29178.0,28202.9,31044.4,3.2753200488629757,342.7905605,,,,,87296.0,
spawn,10000,12,go,ok,10,4138468.303460533,3785769.3686586,4377551.565368664,3.8063272820198666,2.416459,,,,,5120.0,
spawn,10000,12,tokio-tuned,ok,10,5824302.55,5561364.1,6195383.8,3.33034508533759,1.7169675,,,,,9076.0,
spawn,1000000,1,tokio,ok,10,2631861.9,2324478.4,2637576.0,4.094567997359964,379.9592705,,,,,260608.0,
spawn,1000000,1,crossbeam,skipped,0,,,,,,,,,,,one OS thread per task; capped at 20000
spawn,1000000,1,go,ok,10,1433651.3201519628,1410430.9970217114,1451330.2018929769,0.7781721601787999,697.5198515,,,,,190208.0,
spawn,1000000,1,tokio-tuned,ok,10,6643399.85,5928296.9,6702884.1,3.4818608739116996,150.525337,,,,,267260.0,
spawn,1000000,2,tokio,ok,10,2465860.1,2397615.9,2480977.8,1.0536813784859536,405.539322,,,,,260608.0,
spawn,1000000,2,crossbeam,skipped,0,,,,,,,,,,,one OS thread per task; capped at 20000
spawn,1000000,2,go,ok,10,5303499.487535059,5103192.471476522,5489006.896926188,2.402925151551392,188.557149,,,,,29116.0,
spawn,1000000,2,tokio-tuned,ok,10,6190528.35,6081408.6,6276459.6,1.0153106618743177,161.537516,,,,,58404.0,
spawn,1000000,6,tokio,ok,10,2549762.2,2528806.4,2621407.8,1.1503055734690086,392.1966875,,,,,260544.0,
spawn,1000000,6,crossbeam,skipped,0,,,,,,,,,,,one OS thread per task; capped at 20000
spawn,1000000,6,go,ok,10,5608634.156712906,5563660.201189075,5688067.493516769,0.667487962492246,178.2965865,,,,,23168.0,
spawn,1000000,6,tokio-tuned,ok,10,4742208.8,4673083.6,4803877.0,0.9417578579687468,210.8723955,,,,,17252.0,
spawn,1000000,12,tokio,ok,10,2588714.3,2222465.6,2618458.5,5.820323177133386,386.292411,,,,,260544.0,
spawn,1000000,12,crossbeam,skipped,0,,,,,,,,,,,one OS thread per task; capped at 20000
spawn,1000000,12,go,ok,10,5553658.315480175,5495875.114899513,5663202.046133022,1.033006447638784,180.062012,,,,,24384.0,
spawn,1000000,12,tokio-tuned,ok,10,5213815.55,4901081.6,5392155.5,2.6883234746004474,191.8028905,,,,,17300.0,
cpu,16000000,1,tokio,ok,10,13682722.35,13646655.6,13692156.5,0.10340455961773394,1169.3579405,,,,,2816.0,
cpu,16000000,1,crossbeam,ok,10,13745827.0,13731967.8,13756397.9,0.0585206135563788,1163.9896335,,,,,2304.0,
cpu,16000000,1,go,ok,10,13187974.654527485,13172639.817206439,13195384.375613062,0.06093006800548663,1213.2264815,,,,,3200.0,
cpu,16000000,1,tokio-tuned,ok,10,13659320.35,13628721.8,13672622.9,0.09594875103825382,1171.3614235,,,,,7108.0,
cpu,16000000,2,tokio,ok,10,27319403.799999997,27292235.5,27349137.9,0.07020181444902533,585.6643205,,,,,2816.0,
cpu,16000000,2,crossbeam,ok,10,27457547.049999997,27443138.9,27483435.7,0.05321658399136328,582.717749,,,,,2304.0,
cpu,16000000,2,go,ok,10,26326699.983015053,26221389.66760726,26363409.943886735,0.17519178786292122,607.748032,,,,,3328.0,
cpu,16000000,2,tokio-tuned,ok,10,27267874.799999997,27231762.3,27302709.4,0.08708131134997309,586.7711025,,,,,7104.0,
cpu,16000000,6,tokio,ok,10,77661351.05000001,74590487.5,77970883.4,1.280094071014605,206.02276,,,,,2816.0,
cpu,16000000,6,crossbeam,ok,10,77235040.45,73455617.2,78007331.2,1.6907366147813585,207.159875,,,,,2176.0,
cpu,16000000,6,go,ok,10,71828892.48769352,69586723.6220662,71978392.51843633,1.004121611441896,222.7515935,,,,,3456.0,
cpu,16000000,6,tokio-tuned,ok,10,77489572.25,76710560.6,77706033.6,0.3912823488164705,206.479411,,,,,6978.0,
cpu,16000000,12,tokio,ok,10,114876809.6,110594770.2,117153313.6,1.4740615331070093,139.279712,,,,,2816.0,
cpu,16000000,12,crossbeam,ok,10,115174389.7,112521061.7,116514775.9,0.9397977680148736,138.919802,,,,,2176.0,
cpu,16000000,12,go,ok,10,106539295.68826249,103278760.47052176,107606690.01552495,1.189095736095207,150.1793815,,,,,3456.0,
cpu,16000000,12,tokio-tuned,ok,10,116824653.4,113525415.1,117870729.8,1.0733667014310804,136.957401,,,,,9048.0,
select,10000000,1,tokio,ok,10,23022539.700000003,22710393.9,23240105.3,0.6972023683477286,434.358576,,,,,2880.0,
select,10000000,1,crossbeam,ok,10,11122294.0,10669334.5,11307873.2,1.867878776690911,899.12344,,,,,2304.0,
select,10000000,1,go,ok,10,17656673.478154924,17231286.9455808,17961826.01496724,1.563933104086546,566.358109,,,,,2432.0,
select,10000000,1,tokio-tuned,ok,10,36679739.7,36178084.4,37134949.4,0.7045063463961567,272.6302505,,,,,7104.0,
select,10000000,2,tokio,ok,10,20688756.5,20585767.2,21069896.8,0.8139048332867388,483.3543875,,,,,2816.0,
select,10000000,2,crossbeam,ok,10,9156633.45,9113169.7,9189968.6,0.28210406858488757,1092.1048455,,,,,2176.0,
select,10000000,2,go,ok,10,16861414.131956458,16672983.08736779,17173799.108014856,0.8611253939918175,593.070304,,,,,2432.0,
select,10000000,2,tokio-tuned,ok,10,30107107.35,30005207.6,30425708.7,0.4312352012449858,332.1474855,,,,,7106.0,
select,10000000,6,tokio,ok,10,20758264.15,20407324.2,21322443.3,1.471597500359723,481.7403255,,,,,2816.0,
select,10000000,6,crossbeam,ok,10,13237374.600000001,12599488.9,13468926.7,2.11745754738635,755.437381,,,,,2176.0,
select,10000000,6,go,ok,10,14192541.334686935,14027667.014539717,14220347.654281415,0.545889201497027,704.5954515,,,,,2560.0,
select,10000000,6,tokio-tuned,ok,10,40541249.599999994,37858843.6,41416269.6,2.9595153443795326,246.665689,,,,,9164.0,
select,10000000,12,tokio,ok,10,20267292.4,19354164.3,20690667.5,2.0473754845884993,493.4059715,,,,,2816.0,
select,10000000,12,crossbeam,ok,10,13216795.899999999,13035290.4,13499564.3,1.2494394710309709,756.6273435,,,,,2176.0,
select,10000000,12,go,ok,10,13780752.473778874,13481075.02287543,14068142.62209836,1.4061054024137811,725.652492,,,,,2688.0,
select,10000000,12,tokio-tuned,ok,10,40663865.2,36670333.6,41651656.6,4.595166895440152,245.920542,,,,,9180.0,
select-cap1,1000000,1,tokio,ok,10,7031313.1,6917454.9,7137189.9,0.9713544031550579,142.2214135,,,,,2816.0,
select-cap1,1000000,1,crossbeam,ok,10,154251.35,147359.6,154641.7,1.4256572187012615,6482.9264345,,,,,2304.0,
select-cap1,1000000,1,go,ok,10,7083324.339069147,6823777.8277839385,7477602.263165119,2.648427417831518,141.1778835,,,,,2432.0,
select-cap1,1000000,1,tokio-tuned,ok,10,6038121.449999999,5975095.2,6514474.5,3.555866229919165,165.615091,,,,,7108.0,
select-cap1,1000000,2,tokio,ok,10,3957540.8,3521921.7,4010629.5,3.6248522823520193,252.6821765,,,,,2880.0,
select-cap1,1000000,2,crossbeam,ok,10,1567390.85,880147.9,3389184.0,41.13202188112204,638.9119885,,,,,2176.0,
select-cap1,1000000,2,go,ok,10,7239520.638396919,7047813.153790387,7684883.798985419,2.33343832650687,138.130769,,,,,2432.0,
select-cap1,1000000,2,tokio-tuned,ok,10,3551033.85,3511899.8,3718155.2,2.092188669952674,281.6082355,,,,,7104.0,
select-cap1,1000000,6,tokio,ok,10,5882259.05,5763867.7,5977049.9,0.9790486168192317,170.003276,,,,,2816.0,
select-cap1,1000000,6,crossbeam,ok,10,3081997.9000000004,1996231.5,6192696.9,37.023754776211284,324.4663195,,,,,2176.0,
select-cap1,1000000,6,go,ok,10,7232494.168055998,7171830.055597819,7332535.753865956,0.6412961924790611,138.264889,,,,,2560.0,
select-cap1,1000000,6,tokio-tuned,ok,10,5278158.050000001,5182043.9,5607396.4,2.7454343336401483,189.4615895,,,,,7040.0,
select-cap1,1000000,12,tokio,ok,10,5782182.5,5632989.6,5856516.5,1.168513627960382,172.9450915,,,,,2816.0,
select-cap1,1000000,12,crossbeam,ok,10,3315548.2,1936909.7,4444272.0,23.421652764556853,301.849405,,,,,2176.0,
select-cap1,1000000,12,go,ok,10,7174799.501134178,6913018.343127306,7299441.796357005,1.547206757135928,139.376991,,,,,2688.0,
select-cap1,1000000,12,tokio-tuned,ok,10,5145500.25,4884965.7,5309288.5,2.420725962730782,194.3463105,,,,,9082.0,
mutex,10000000,1,tokio,ok,10,50455938.35,49911884.6,50973302.8,0.6891800183634897,198.1927465,,,,,2944.0,
mutex,10000000,1,crossbeam,ok,10,226174181.55,225223596.9,228002350.3,0.4706413109461841,44.2137115,,,,,2304.0,
